Id,OwnerUserId,CreationDate,ClosedDate,Score,Title,Body
32020,1417,2008-08-28T11:23:44Z,2013-09-06T00:54:57Z,12,Is soapUI the best web services testing tool/client/framework?,"<p>I have been working on a web services related project for about the last year.  Our team found <a href=""http://www.soapui.org"">soapUI</a> near the start of our project and we have been <em>mostly</em>(*) satisfied with it (the free version, that is).</p>

<p>My question is: are there other tools/clients/frameworks that you have used/currently use for web services testing and would recommend?</p>

<p>(*) There are some weird GUI glitches that appear once in a while.  As is mentioned by some of the answers, we attributed this to a memory leak.</p>
"
32100,184,2008-08-28T12:39:53Z,NA,89,What is the simplest SQL Query to find the second largest value?,"<p>What is the simplest SQL query to find the second largest integer value in a specific column? </p>

<p>There are maybe duplicate values in the column.</p>
"
32260,2535,2008-08-28T13:28:38Z,NA,594,Sending email in .NET through Gmail,"<p>Instead of relying on my host to send email, I was thinking of sending the messages though my Gmail account. The emails are personalized emails to the bands I play on my show. Is it possible to do?</p>
"
32280,3295,2008-08-28T13:34:40Z,2012-01-26T13:34:32Z,13,Passing null to a method,"<p>I am in the middle of reading the excellent <a href=""http://rads.stackoverflow.com/amzn/click/0132350882"">Clean Code</a></p>

<p>One discussion is regarding passing nulls into a method.</p>

<pre><code>public class MetricsCalculator {
    public double xProjection(Point p1, Point p2) {
        return (p2.x - p1.x) * 1.5;
    }
}
...
calculator.xProjection(null, new Point(12,13));
</code></pre>

<p>It represents different ways of handling this:</p>

<pre><code>public double xProjection(Point p1, Point p2) {
    if (p1 == null || p2 == null) {
        throw new IllegalArgumentException(""Invalid argument for xProjection"");
    }
    return (p2.x - p1.x) * 1.5;
}

public double xProjection(Point p1, Point p2) {
    assert p1 != null : ""p1 should not be null"";
    assert p2 != null : ""p2 should not be null"";
    return (p2.x - p1.x) * 1.5;
}
</code></pre>

<p>I prefer the <a href=""http://java.sun.com/j2se/1.4.2/docs/guide/lang/assert.html"">assertions</a> approach, but I don't like the fact that assertions are turned off by default.</p>

<p>The book finally states:</p>

<blockquote>
  <p>In most programming languages there is no good way to deal with a null that is passed by a caller accidentally. Because this is the case, the rational approach is to forbid passing null by default.</p>
</blockquote>

<p>It doesn't really go into how you would enforce this restriction?</p>

<p>Do any of you have strong opinions either way.</p>
"
32360,3400,2008-08-28T14:16:15Z,NA,8,1:1 Foreign Key Constraints,"<p>How do you specify that a foreign key constraint should be a 1:1 relationship in transact sql? Is declaring the column UNIQUE enough? Below is my existing code.!</p>

<pre><code>CREATE TABLE [dbo].MyTable(
    [MyTablekey] INT IDENTITY(1,1) NOT FOR REPLICATION NOT NULL,
    [OtherTableKey] INT NOT NULL UNIQUE
        CONSTRAINT [FK_MyTable_OtherTable] FOREIGN KEY REFERENCES [dbo].[OtherTable]([OtherTableKey]),
    ...
    CONSTRAINT [PK_MyTable] PRIMARY KEY CLUSTERED 
    (
        [MyTableKey] ASC
    ) WITH (PAD_INDEX  = OFF, STATISTICS_NORECOMPUTE  = OFF, IGNORE_DUP_KEY = OFF, ALLOW_ROW_LOCKS  = ON, ALLOW_PAGE_LOCKS  = ON) ON [PRIMARY]
) ON [PRIMARY]
GO
</code></pre>
"
32460,1228,2008-08-28T14:45:43Z,NA,6,Get the DefaultView DataRowView from a DataRow,"<p>Here's the situation:  I need to bind a WPF <code>FixedPage</code> against a <code>DataRow</code>.  Bindings don't work against <code>DataRows</code>; they work against <code>DataRowViews</code>.  I need to do this in the most generic way possible, as I know nothing about and have no control over what is in the <code>DataRow</code>.  </p>

<p>What I need is to be able to get a <code>DataRowView</code> for a given <code>DataRow</code>.  I can't use the <code>Find()</code> method on the <code>DefaultView</code> because that takes a key, and there is no guarantee the table will have a primary key set.</p>

<p>Does anybody have a suggestion as to the best way to go around this?  </p>
"
32540,3436,2008-08-28T15:13:57Z,NA,16,"Alternative ""architectural"" approaches to javaScript client code?","<p>How is your javaScript code organized? Does it follow patterns like MVC, or something else? </p>

<p>I've been working on a side project for some time now, and the further I get, the more my webpage has turned into a full-featured application. Right now, I'm sticking with <a href=""http://jquery.com"">jQuery</a>, however, the logic on the page is growing to a point where some organization, or dare I say it, ""architecture"" is needed. My first approach is ""MVC-ish"":</p>

<ul>
<li>The 'model' is a JSON tree that gets extended with helpers</li>
<li>The view is the DOM plus classes that tweak it</li>
<li>The controller is the object where I connect events handling and kick off view or model manipulation</li>
</ul>

<p>I'm very interested, however, in how other people have built more substantial javaScript apps. I'm not interested in GWT, or other server-oriented approaches... just in the approach of ""javaScript + &lt;generic web service-y thingy here&gt;""</p>

<p>Note: earlier I said javaScript ""is not really OO, not really functional"". This, I think, distracted everyone. Let's put it this way, because javaScript is unique in many ways, and I'm coming from a strongly-typed background, I don't want to force paradigms I know but were developed in very different languages.</p>
"
32550,383,2008-08-28T15:17:00Z,NA,0,Does ReadUncommitted imply NoLock,"<p>When writing a SQL statement in SQL Server 2005, does the READUNCOMMITTED query hint imply NOLOCK or do I have to specify it manually too?</p>

<p>So is:</p>

<pre><code>With (NoLock, ReadUnCommitted)
</code></pre>

<p>the same as:</p>

<pre><code>With (ReadUnCommitted)
</code></pre>
"
32570,184,2008-08-28T15:23:53Z,NA,1,How to make 'pretty urls' work in php hosted in IIS?,"<p>Is there some way I can use urls like: </p>

<p><em><a href=""http://www.blog.com/team-spirit/"" rel=""nofollow"">http://www.blog.com/team-spirit/</a></em></p>

<p>instead of</p>

<p><em><a href=""http://www.blog.com/?p=122"" rel=""nofollow"">http://www.blog.com/?p=122</a></em></p>

<p>in a windows hosted PHP server?</p>
"
32640,1946,2008-08-28T15:50:35Z,NA,59,Mocking Asp.net-mvc Controller Context,"<p>So the controller context depends on some asp.net internals. What are some ways to cleanly mock these up for unit tests? Seems like its very easy to clog up tests with tons of setup when I only need, for example, Request.HttpMethod to return ""GET"".</p>

<p>I've seen some examples/helpers out on the nets, but some are dated. Figured this would be a good place to keep the latest and greatest.</p>

<p>I'm using latest version of rhino mocks</p>
"
32750,2577,2008-08-28T16:38:10Z,NA,4,How can I take a byte array of a TIFF image and turn it into a System.Drawing.Image object?,"<p>I have a <code>byte[]</code> array, the contents of which represent a TIFF file (as in, if I write out these bytes directly to a file using the <code>BinaryWriter</code> object, it forms a perfectly valid TIFF file) and I'm trying to turn it into a System.Drawing.Image object so that I can use it for later manipulation (feeding into a multipage TIFF object)</p>

<p>The problem I'm having is that the commonly accepted code for this task:</p>

<pre><code>    public Image byteArrayToImage(byte[] byteArrayIn)
    {
        MemoryStream ms = new MemoryStream(byteArrayIn);
        Image returnImage = Image.FromStream(ms, true);
        return returnImage;
    }
</code></pre>

<p>doesn't work for me. The second line of the above method where it calls the <code>Image.FromStream</code> method dies at runtime, saying</p>

<pre><code>Parameter Not Valid
</code></pre>

<p>I believe that the method is choking on the fact that this is a TIFF file but I cannot figure out how to make the <code>FromStream</code> method accept this fact.</p>

<p>How do I turn a byte array of a TIFF image into an Image object?</p>

<p>Also, like I said the end goal of this is to have a byte array representing a multipage TIFF file, which contains the TIFF files for which I have byte array objects of right now. If there's a much better way to go about doing this, I'm all for it.</p>
"
32780,1925,2008-08-28T16:48:46Z,NA,0,SQL Server 2003 internet connection,"<p>Recently we got a new server at the office purely for testing purposes. It is set up so that we can access it from any computer. </p>

<p>However today our ip got blocked from one of our other sites saying that our ip has been suspected of having a virus that sends spam emails. we learned this from the cbl <a href=""http://cbl.abuseat.org/"" rel=""nofollow"">http://cbl.abuseat.org/</a> </p>

<p>So of course we turned the server off to stop this. The problem is the server must be on to continue developing our application and to access the database that is installed on it. Our normal admin is on vacation and is unreachable, and the rest of us are idiots(me included) in this area. </p>

<p>We believe that the best solution is to remove it from connecting to the internet but still access it on the lan. If that is a valid solution how would this be done or is there a better way? say blocking specified ports or whatever.</p>
"
32790,2443,2008-08-28T16:52:44Z,NA,16,Alternatives to System.exit(1),"<p>For various reasons calling <code>System.exit</code> is frowned upon when writing <strong>Java Applications</strong>, so how can I notify the calling process that not everything is going according to plan?</p>

<p><strong>Edit:</strong> The 1 is a <code>standin</code> for any non-zero exit code.</p>
"
32930,327,2008-08-28T17:59:11Z,NA,6,What is a good dvd burning component for Windows or .Net?,"<p>I'd like to add dvd burning functionality to my .Net app (running on Windows Server 2003), are there any good components available?  I've used the NeroCOM sdk that used to come with Nero but they no longer support the sdk in the latest versions of Nero.  I learned that Microsoft has created an IMAPI2 upgrade for Windows XP/2003 and there is an <a href=""http://www.codeproject.com/KB/miscctrl/imapi2.aspx"" rel=""nofollow"">example project</a> at CodeProject but not having used it myself I can't say how easy/reliable it is to use.</p>

<p>I'm not really worried about burning audio/video to DVD as this is for file backup purposes only.</p>
"
33080,1226,2008-08-28T18:52:53Z,NA,18,Setting the height of a DIV dynamically,"<p>In a web application, I have a page that contains a DIV that has an auto-width depending on the width of the browser window.</p>

<p>I need an auto-height for the object.  The DIV starts about 300px from the top screen, and it's height should make it stretch to the bottom of the browser screen.  I have a max height for the container DIV, so there would have to be minimum-height for the div.  I believe I can just restrict that in CSS, and use Javascript to handle the resizing of the DIV.</p>

<p>My javascript isn't nearly as good as it should be.  Is there an easy script I could write that would do this for me?</p>

<p>Edit: 
The DIV houses a control that does it's own overflow handling (implements its own scroll bar).</p>
"
33150,2017,2008-08-28T19:11:34Z,NA,1,How to pass method name to custom server control in asp.net?,"<p>I am working on a Customer Server Control that extends another control.  There is no problem with attaching to other controls on the form.</p>

<p>in vb.net:  Parent.FindControl(TargetControlName)</p>

<p>I would like to pass a method to the control in the ASPX markup. </p>

<p>for example: &lt;c:MyCustomerControl runat=server InitializeStuffCallback=""InitializeStuff""&gt;</p>

<p>So, I tried using reflection to access the given method name from the Parent.</p>

<p>Something like (in VB)</p>

<pre><code>Dim pageType As Type = Page.GetType
Dim CallbackMethodInfo As MethodInfo = pageType.GetMethod( ""MethodName"" )

'Also tried 
sender.Parent.GetType.GetMethod(""MethodName"")
sender.Parent.Parent.GetType.GetMethod(""MethodName"")
</code></pre>

<p>The method isn't found, because it just isn't apart of the Page.  Where should I be looking?  I'm fairly sure this is possible because I've seen other controls do similar.</p>

<p><hr /></p>

<p>I forgot to mention, my work-around is to give the control events and attaching to them in the Code-behind.</p>
"
33250,91,2008-08-28T19:58:10Z,NA,4,Caching Active Directory Data,"<p>In one of my applications, I am querying active directory to get a list of all users below a given user (using the ""Direct Reports"" thing). So basically, given the name of the person, it is looked up in AD, then the Direct Reports are read. But then for every direct report, the tool needs to check the direct reports of the direct reports. Or, more abstract: The Tool will use a person as the root of the tree and then walk down the complete tree to get the names of all the leaves (can be several hundred)</p>

<p>Now, my concern is obviously performance, as this needs to be done quite a few times. My idea is to manually cache that (essentially just put all the names in a long string and store that somewhere and update it once a day).</p>

<p>But I just wonder if there is a more elegant way to first get the information and then cache it, possibly using something in the System.DirectoryServices Namespace?</p>
"
33390,1194,2008-08-28T21:02:15Z,NA,3,Best use pattern for a DataContext,"<p>What's the best lifetime model for a DataContext? Should I just create a new one whenever I need it (aka, function level), should I keep one available in each class that would use it (class level), or should I create a static class with a static DataContext (app-domain level)? Are there any considered best practices on this?</p>
"
33510,958,2008-08-28T22:03:58Z,NA,2,What is the best approach to both modularity and platform independence?,"<p>I hope this question does not come off as broad as it may seem at first.  I am designing a software application in my <code>&lt;sarcasm&gt;</code><em>voluminous</em><code>&lt;/sarcasm&gt;</code> spare time.  I would like it to be both cross-platform and modular.  At this point, because I am still in the planning phase, I can pick practically any language and toolset.</p>

<p>This makes things harder, not easier, because there are seemingly so many ways of accomplishing both of the goals (modularity, platform agnosticism). </p>

<p>My basic premise is that security, data storage, interaction with the operating system, and configuration should all be handled by a ""container"" application - but most of the other functionality will be supplied through plug-in modules.  If I had to describe it at a high level (without completely giving away my idea), it would be a single application that can do many different jobs, all dedicated to the same goal (there are lots of disparate things to do, but all the data has to interact and be highly available).</p>

<p>This is not a new idea, and not particularly exotic.  Yet I find myself wrestling with not so much how to do it (I can think of lots of ways), but which method is best.</p>

<p>For example, I know that Eclipse practically embodies what I am describing, but I find Java applications in general (and Eclipse is no exception) to be too large and slow for what I need. Ditto desktop apps written Python and Ruby (which are excellent languages!)  </p>

<p>I don't mind recompiling the code base for different platforms as native exectables.  Yet, C and C++ have their own set of issues.</p>

<p>As a C# developer, I have a preference for managed code.  But I am not at all sold on Mono, yet (I could be convinced).</p>

<p>Does anyone have any ideas/experiences/ specific favorite frameworks to share?</p>
"
33550,3508,2008-08-28T22:24:57Z,2013-09-05T22:51:02Z,152,Best open-source Mathematica equivalent,"<p>What is the best open-source equivalent for Mathematica?  My requirements are:</p>

<ol>
<li>(most important) Must be a real computer algebra system (CAS).  Notably, I don't want Matlab clones -- I want something that can, at least, symbolically differentiate and integrate.</li>
<li>Must be programmable.  A functional-programming view of the world, like Mathematica's, would be awesome.  The basic datatype of M'ica is the list, which is very convenient!</li>
<li>(least important) Similar syntax would be nice.</li>
</ol>

<p>The ability to deal with objects such as groups or graphs would be a great bonus, but my primary emphasis is on the main things Mathematica and Maple do: algebra and calculus, both symbolic and numeric.  Also, plotting is not high on my list of requirements, as I'm mostly a terminal and not GUI user.</p>
"
33590,459,2008-08-28T22:54:37Z,NA,1,Drawing a custom label on a pie chart in Yahoo's Flash Library ASTRA,"<p>Has anyone looked at <a href=""http://developer.yahoo.com/flash/"" rel=""nofollow"">Yahoo's ASTRA</a>? It's fairly nifty, but I had some issues creating a custom label for a pie chart. They have an example for a line chart, which overrides an axis's series's label renderer.  My solution was to override the <code>myPieChart.dataTipFunction</code>. For data that looks like:</p>

<pre><code>myPieChart.dataProvider =
  [ { category: ""Groceries"", cost: 50 },
    { category: ""Transportation"", cost: 175} ]
myPieChart.dataField = ""cost"";
myPieChart.categoryField = ""category"";
</code></pre>

<p>I wrote a function like this:</p>

<pre><code>import com.yahoo.astra.fl.charts.series.*
myPieChart.dataTipFunction = 
  function (obj:Object, index:int, series:ISeries):String {
    return obj.category + ""\n$"" + obj.cost;
  };
</code></pre>

<p>There's ceil(2.718281828459045) problems with this:</p>

<ol>
<li><p>I'm directly calling the category and cost properties of the data provider. The names are actually configurable when setting up the chart, I'd like to maintain that flexibility.</p></li>
<li><p>The default data tip would show the category, the cost (without a dollar sign), and the percentage it makes up in the pie chart. So here, I've lost the percentage. I just have no idea which property of what would hold that. It might be part of the series.</p></li>
<li><p>I probably only need to override the <code>dataItemRenderer</code> for the cost part of the series, but I don't know how to access it.  The documentation is a little ... lacking there.</p></li>
</ol>

<p>Normally I would just look at the default implementation of the <code>dataTipFunction</code> but it's all inside a compiled shm that's part of the components distributed from yahoo.</p>

<p>Can anyone help me complete this overridden function with percentage information and the flexibility mentioned in point 1?</p>
"
33630,3314,2008-08-28T23:25:02Z,NA,3,What's the maximum amount of RAM I can use in a Windows box?,"<p>Obviously, that's 64-bit windows.</p>

<p>Also, what's the maximum amount of memory a single 64-bit process can use?
I was kind of counting on using it all... 
(Yes, I know what I'm doing, please don't tell me that if I need that much RAM i must be doing something wrong)</p>

<p>Also, is this the same for a .Net 2.0 process? Or is there a lower limit for .Net?</p>
"
33720,3467,2008-08-29T00:44:14Z,NA,88,Change templates in Xcode,"<p>How would I change the initial templates created by Xcode when creating a new Cocoa Class.</p>

<p>I am referring to the comments and class name created when using Xcode's new class wizard.</p>
"
33790,338,2008-08-29T01:44:54Z,NA,2,How can I use `scp` to deploy a website's `.htaccess` file?,"<p>I am currently using the following command to upload my site content:</p>

<pre><code>scp -r web/* user@site.com:site.com/
</code></pre>

<p>This works great except that the .htaccess file is not sent. Presumably, this is because it's hidden.</p>

<p>I have tried adding a second line to send the file explicitely:</p>

<pre><code>scp -r web/.htaccess user@site.com:site.com/.htaccess
</code></pre>

<p>This works great except now I have to enter my password twice.</p>

<p>Any thoughts on how to make this deploy with only 1 or 0 entries of my password?</p>
"
33860,3499,2008-08-29T02:33:21Z,NA,5,Is it possible to call Javascript's onsubmit event programatically on a form?,"<p>In Ruby on Rails, I'm attempting to update the <code>innerHTML</code> of a div tag using the <code>form_remote_tag</code> helper.  This update happens whenever an associated select tag receives an onchange event.  The problem is, <code>&lt;select onchange=""this.form.submit();""&gt;</code>; doesn't work.  Nor does <code>document.forms[0].submit()</code>.  The only way to get the onsubmit code generated in the form_remote_tag to execute is to create a hidden submit button, and invoke the click method on the button from the select tag.  Here's a working ERb partial example.</p>

<pre><code>&lt;% form_remote_tag :url =&gt; product_path, :update =&gt; 'content', :method =&gt; 'get' do -%&gt;
  &lt;% content_tag :div, :id =&gt; 'content' do -%&gt;
    &lt;%= select_tag :update, options_for_select([[""foo"", 1], [""bar"", 2]]), :onchange =&gt; ""this.form.commit.click"" %&gt;
    &lt;%= submit_tag 'submit_button', :style =&gt; ""display: none"" %&gt;
  &lt;% end %&gt;
&lt;% end %&gt;
</code></pre>

<p>What I want to do is something like this, but it doesn't work.</p>

<pre><code>&lt;% form_remote_tag :url =&gt; product_path, :update =&gt; 'content', :method =&gt; 'get' do -%&gt;
  &lt;% content_tag :div, :id =&gt; 'content' do -%&gt;
    # the following line does not work
    &lt;%= select_tag :update, options_for_select([[""foo"", 1], [""bar"", 2]]), :onchange =&gt; ""this.form.onsubmit()"" %&gt;
  &lt;% end %&gt;
&lt;% end %&gt;
</code></pre>

<p>So, is there any way to remove the invisible submit button for this use case?</p>

<p>There seems to be some confusion.  So, let me explain.  The basic problem is that <code>submit()</code> doesn't call the <code>onsubmit()</code> code rendered into the form.</p>

<p>The actual HTML form that Rails renders from this ERb looks like this:</p>

<pre><code>&lt;form action=""/products/1"" method=""post"" onsubmit=""new Ajax.Updater('content', '/products/1', {asynchronous:true, evalScripts:true, method:'get', parameters:Form.serialize(this)}); return false;""&gt;
  &lt;div style=""margin:0;padding:0""&gt;
    &lt;input name=""authenticity_token"" type=""hidden"" value=""4eacf78eb87e9262a0b631a8a6e417e9a5957cab"" /&gt;
  &lt;/div&gt;
  &lt;div id=""content""&gt;
    &lt;select id=""update"" name=""update"" onchange=""this.form.commit.click""&gt;
      &lt;option value=""1""&gt;foo&lt;/option&gt;
      &lt;option value=""2""&gt;bar&lt;/option&gt;
    &lt;/select&gt;
    &lt;input name=""commit"" style=""display: none"" type=""submit"" value=""submit_button"" /&gt;
  &lt;/div&gt;
&lt;/form&gt;
</code></pre>

<p>I want to axe the invisible submit button, but using a straight form.submit appears to not work.  So, I need some way to call the form's onsubmit event code.</p>

<p>Update: Orion Edwards solution would work if there wasn't a <code>return(false);</code> generated by Rails.  I'm not sure which is worse though, sending a phantom click to an invisible submit button or calling eval on the <code>getAttribute('onsubmit')</code> call after removing the return call with a javascript string replacement!   </p>
"
33960,338,2008-08-29T04:31:24Z,NA,23,How do you get the ethernet address using Java?,"<p>I would like to retrieve the ethernet address of the network interface that is used to access a particular website.</p>

<p>How can this be done in Java?</p>

<p><strong>Solution</strong> Note that the accepted solution of <code>getHardwareAddress</code> is only available in Java 6. There does not seem to be a solution for Java 5 aside from executing i(f|p)confing.</p>
"
33990,3486,2008-08-29T05:12:07Z,NA,4,"Can't create a subversion repository with Eclipse 3.4.0, svn 1.5.1","<p>I'm working on mac OS x 10.4. I have a subversion repository stored on an external drive connected via USB. I created a new python project in Eclipse (using the PyDev plugin). When I use right click Team->Share Project to set up a new prject with subversion, I get the following error:</p>

<p>Error while creating module: org.tigris.subversion.javahl.ClientException: Couldn't open a repository
svn:  Unable to open ra_local session to URL
svn: Unable to open repository 'file:///Volumes/svn-repos/Palindrome/Palindrome'</p>

<p>The subversion repository has the following permisions:
drwxrwxrwx     9 cameronl  cameronl   306 Aug 23 10:08 svn-repos</p>

<p>The external drive is formatted as Mac OS extended.</p>

<p>I'm completely stumped. Anybody have any suggestions?</p>
"
34020,3561,2008-08-29T05:43:16Z,NA,17,Are Python threads buggy?,"<p>A reliable coder friend told me that Python's current multi-threading implementation is seriously buggy - enough to avoid using altogether.  What can said about this rumor?</p>
"
34120,3575,2008-08-29T07:32:15Z,2014-01-03T12:32:43Z,29,HTML Scraping in Php,"<p>I've been doing some html scraping in PHP using regular expressions.  This works, but the result is finicky and fragile.  Has anyone used any packages that provide a more robust solution?  A config driven solution would be ideal, but I'm not picky.</p>
"
34270,33,2008-08-29T09:41:56Z,NA,1,"COMException ""Library not registered."" while using System.DirectoryServices","<p>I have only just started received the following error in my windows forms application under dot net 2 framework on windows 2000 when using System.DirectoryServices.</p>

<pre><code>    {System.Runtime.InteropServices.COMException}
System.Runtime.InteropServices.COMException: {""Library not registered.""}
_className: Nothing
_COMPlusExceptionCode: -532459699
_data: Nothing
_dynamicMethods: Nothing
_exceptionMethod: Nothing
_exceptionMethodString: Nothing
_helpURL: Nothing
_HResult: -2147319779
_innerException: Nothing
_message: ""Library not registered.""
_remoteStackIndex: 0
_remoteStackTraceString: Nothing
_source: Nothing
_stackTrace: {System.Array}
_stackTraceString: Nothing
_xcode: -532459699
_xptrs: 0
Source: ""System.DirectoryServices""
StackTrace: ""   at System.DirectoryServices.DirectoryEntry.Bind(Boolean throwIfFail)
</code></pre>

<p>at System.DirectoryServices.DirectoryEntry.Bind()
   at System.DirectoryServices.DirectoryEntry.get_AdsObject()
   at System.DirectoryServices.DirectorySearcher.FindAll(Boolean findMoreThanOne)
   at System.DirectoryServices.DirectorySearcher.FindAll()</p>

<p>I have re-installed the framework and re-registered activeds.dll however this has not resolved the issue. I am guessing I need to find another dll and re-register it however it is not clear which dll this would be.</p>
"
34300,381,2008-08-29T10:00:33Z,NA,4,Has .NET made raw COM and DCOM programming redundant?,"<p>Has the introduction of the .net framework made raw programming in COM and DCOM redundant ? </p>

<p>(Except for using some COM+ services, e.g. for transaction management through the System.EnterpriseServices namespace)</p>
"
34390,31505,2008-08-29T11:37:54Z,NA,48,How to make user controls know about css classes in ASP.NET,"<p>Since there are no header sections for user controls in asp.net, user controls have no way of knowing about stylesheet files. So css classes in the user controls are not recognized by visual studio and produces warnings. How can I make a user control know that it will relate to a css class, so if it is warning me about a non-existing css class, it means that the class really do not exist?</p>

<p>Edit: Or should I go for a different design like exposing css classes as properties like ""HeaderStyle-CssClass"" of GridView?</p>
"
34490,3624,2008-08-29T15:49:08Z,NA,135,How do I create a SHA1 hash in ruby?,"<p><a href=""http://en.wikipedia.org/wiki/SHA-1"">SHA Hash functions</a></p>
"
34510,1931,2008-08-29T15:55:10Z,NA,454,What is a race condition?,"<p>When writing multi-threaded applications, one of the most common problems experienced are race conditions.  </p>

<p>My questions to the community are:</p>

<p>What is a race condition? How do you detect them? How do you handle them? Finally, how do you prevent them from occurring?</p>
"
34570,577,2008-08-29T16:10:41Z,2011-11-08T16:11:43Z,13,What is the best quick-read Python book out there?,"<p>I am taking a class that requires Python. We will review the language in class next week, and I am a quick study on new languages, but I was wondering if there are any really great Python books I can grab while I am struggling through the basics of setting up my IDE, server environment and all those other ""gotchas"" that come with a new programming language. Suggestions?</p>
"
34600,577,2008-08-29T16:16:57Z,NA,30,Can you pair program remotely?,"<p>We have a team of about 7 engineers, whom I supervise. We do not have a formal office where we all work. Instead, a handful are located outside of our city, while the rest of us are scattered around the Bay Area.</p>

<p>Quite frequently, I find myself attempting to teach concepts like TDD or refactoring to some of our more junior (or not) developers. The best technique I know is pair programming, where you both sit at the same computer and work on a problem together. Since we are not in the same place most of the time, the only option is to use some kind of screen sharing and Skype to have one of us ""drive"" while the other consults, and then switch.</p>

<p>My question is has anyone tried this ""virtual"" pair programming, and did you find it at all useful?</p>
"
34790,1842864,2008-08-29T17:19:25Z,NA,10,duplicating jQuery datepicker,"<p>The <code>datepicker</code> function only works on the first input box that is created.</p>

<p>I'm trying to duplicate a datepicker by cloning the <code>div</code> that is containing it.</p>

<pre><code>&lt;a href=""#"" id=""dupMe""&gt;click&lt;/a&gt;
&lt;div id=""template""&gt;
input-text &lt;input type=""text"" value=""text1"" id=""txt"" /&gt;
date time picker &lt;input type=""text"" id=""example"" value=""(add date)"" /&gt;
&lt;/div&gt;
</code></pre>

<p>To initialize the datepicker, according to the <a href=""http://docs.jquery.com/UI/Datepicker"" rel=""nofollow"">jQuery UI documentation</a> I only have to do <code>$('#example').datepicker();</code> and it does work, but only on the first datepicker that is created.</p>

<p>The code to duplicate the <code>div</code> is the following:</p>

<pre><code>$(""a#dupMe"").click(function(event){
    event.preventDefault();
    i++;
    var a = $(""#template"").clone(true).insertBefore(""#template"").hide().fadeIn(1000);
    a.find(""input#txt"").attr('value', i);
    a.find(""input#example"").datepicker();
});
</code></pre>

<p>The strangest thing is that on the <code>document.ready</code> I have:</p>

<pre><code>$('#template #example').datepicker();
$(""#template #txt"").click(function() { alert($(this).val()); });
</code></pre>

<p>and if I click on the <code>#txt</code> it always works.</p>
"
34920,1539,2008-08-29T18:13:21Z,NA,23,How do I lock a file in Perl?,"<p>What is the best way to create a lock on a file in Perl?</p>

<p>Is it best to flock on the file or to create a lock file to place a lock on and check for a lock on the lock file?</p>
"
35050,1384652,2008-08-29T19:03:01Z,2012-10-18T01:56:40Z,4,Comparison of Javascript libraries,"<p>After the suggestion to use a library for <a href=""http://stackoverflow.com/questions/34486/what-more-is-needed-for-ajax-than-this-function"">my ajax needs</a> I am going to use one, the problem is that there are so many and I've no idea how to even begin telling them apart.</p>

<p>Thus, can anybody <br />
A) Give a rundown of the differences or <br />
B) Point me (and others like me) somewhere that has such a list. 
<br /><br />Failing that plan C is to go with whichever gets mentioned the most here.</p>
"
35070,1683,2008-08-29T19:09:47Z,NA,5,programmatically merge .reg file into win32 registry,"<p>What's the best way to programmatically merge a .reg file into the registry? This is for unit testing; the .reg file is a test artifact which will be added then removed at the start and end of testing.</p>

<p>Or, if there's a better way to unit test against the registry...</p>
"
35120,580,2008-08-29T19:35:44Z,NA,4,Image processing in Silverlight 2,"<p>Is it possible to do image processing in silverlight 2.0?</p>

<p>What I want to do is take an image, crop it, and then send the new cropped image up to the server.  I know I can fake it by clipping the image, but that only effects the rendering of the image.  I want to create a new image.</p>

<p>After further research I have answered my own question. Answer: <strong>No</strong>.  Since all apis would be in <a href=""http://msdn.microsoft.com/en-us/library/system.windows.media.imaging.aspx"" rel=""nofollow"">System.Windows.Media.Imaging</a> and that namespace does not have the appropriate classes in Silverlight</p>

<p>I'm going to use fjcore.  <a href=""http://code.google.com/p/fjcore/"" rel=""nofollow"">http://code.google.com/p/fjcore/</a></p>

<p>Thanks <a href=""http://stackoverflow.com/users/585/jonas-folles"" rel=""nofollow"">Jonas</a></p>
"
35170,3594,2008-08-29T19:56:47Z,NA,12,Verilog automatic task,"<p>What does it mean if a task is declared with the automatic keyword in Verilog?</p>

<pre><code>task automatic do_things;
  input [31:0] number_of_things;
  reg [31:0] tmp_thing;
  begin
    // ...
  end
endtask;
</code></pre>

<p>Note: This question is mostly because I'm curious if there are any hardware programmers on the site. :)</p>
"
35240,3560,2008-08-29T20:31:27Z,NA,40,Retrieving HTTP status code from loaded iframe with Javascript,"<p>I used the jQuery Form plugin for asynchronous form submission. For forms that contain files, it copies the form to a hidden iframe, submits it, and copies back the iframe's contents. The problem is that I can't figure out how to find what HTTP status code was returned by the server. For example, if the server returns 404, the data from the iframe will be copied as normal and treated as a regular response.</p>

<p>I've tried poking around in the iframe objects looking for some sort of <code>status_code</code> attribute, but haven't been able to find anything like that.</p>

<p><hr /></p>

<p>The <code>$.ajax()</code> function can't be used, because it does not support uploading files. The only way to asynchronously upload files that I know of is using the hidden <code>iframe</code> method.</p>
"
